,Na,K,Mg,Al,Hg,Pb,F,Cl,SO4,NO3,As,Hardness,Color,COD,BOD,pH,Category
Spring_579,90.58,73.33,68.03,25.23,15.17,18.74,120.32,147.89,47.04,67.71,17.77,16.62,221.67,60.63,14.96,5.2,2
Spring_580,115.88,79.72,44.52,29.97,15.74,15.37,92.13,149.09,48.82,74.75,19.62,16.9,173.97,38.19,6.18,8.85,5
Spring_581,113.17,98.66,31.86,24.53,11.13,16.96,109.09,167.42,40.11,59.0,12.83,21.05,213.96,53.24,19.38,5.59,3
Spring_582,97.73,81.9,32.98,25.86,14.35,15.7,85.11,160.6,43.23,53.57,11.32,21.43,294.43,69.7,19.6,6.93,1
Spring_583,100.01,85.18,32.36,26.59,11.32,17.27,117.29,128.53,49.17,64.34,19.31,11.6,186.17,42.95,11.29,7.25,4
Spring_584,121.7,94.32,57.15,29.32,10.16,18.28,100.54,147.93,74.78,59.22,16.14,10.04,323.21,49.49,16.16,8.19,3
Spring_585,114.6,84.63,57.37,21.56,16.37,17.46,75.46,193.59,58.15,71.58,13.24,11.25,425.54,1.31,12.82,6.64,3
Spring_586,81.64,74.79,53.07,20.08,13.81,17.2,104.02,163.82,75.26,78.27,11.84,22.94,278.97,40.61,4.9,6.21,1
Spring_587,112.43,73.02,65.21,23.88,17.59,14.73,94.78,130.79,72.07,75.07,11.74,23.51,398.68,25.59,4.94,8.53,4
Spring_588,119.28,71.72,27.58,21.25,12.97,10.42,105.32,133.51,42.35,53.38,13.55,15.4,385.64,51.18,18.49,8.8,5
Spring_589,108.77,95.01,30.61,25.52,16.33,12.58,98.28,125.69,68.44,65.64,11.55,17.31,147.64,60.66,11.1,6.34,2
Spring_590,83.28,79.24,47.64,21.82,19.77,19.49,112.49,156.22,68.48,53.1,19.74,17.51,244.36,41.83,4.03,6.23,5
Spring_591,93.68,99.23,68.69,23.45,15.13,10.56,94.76,187.49,50.23,70.06,13.95,11.15,409.6,24.18,9.3,7.26,4
Spring_592,77.72,80.03,26.31,23.6,14.45,19.28,110.32,174.99,75.92,54.79,11.82,11.38,350.45,1.58,3.71,7.97,3
Spring_593,116.47,98.94,52.13,24.29,19.22,13.55,75.76,171.93,73.28,79.42,17.61,11.41,256.72,70.54,2.07,8.15,1
Spring_594,83.51,73.29,46.5,22.29,13.5,15.24,84.69,135.73,51.86,57.57,19.77,18.98,351.75,11.02,8.36,6.95,2
Spring_595,90.81,79.55,50.45,25.24,16.61,17.71,123.93,163.87,47.91,65.24,14.63,20.21,109.94,30.05,4.92,5.8,2
Spring_596,94.46,78.62,61.66,29.44,15.83,19.53,101.06,150.58,46.82,62.06,19.23,13.06,126.54,63.84,18.85,6.48,5
Spring_597,115.04,89.84,42.05,27.51,13.0,10.15,98.97,180.85,78.56,75.39,10.98,23.38,468.14,71.95,14.5,5.45,3
Spring_598,88.92,85.75,44.44,20.33,13.11,14.15,78.17,191.09,63.72,68.69,13.04,13.18,291.28,40.44,2.07,6.47,1
Spring_599,99.73,88.42,65.87,21.09,16.97,19.68,89.85,140.63,62.5,58.26,19.33,13.52,178.24,44.42,18.6,7.55,2
Spring_600,98.9,83.9,56.12,23.41,17.74,18.37,104.09,142.5,41.24,53.32,16.44,18.52,140.2,36.32,12.74,5.24,4
Spring_601,100.51,70.26,43.19,23.98,10.31,18.2,118.88,129.2,53.38,54.94,17.85,21.82,385.52,8.36,5.12,7.25,4
Spring_602,108.93,80.53,64.07,26.15,13.26,13.41,81.18,192.03,49.27,75.37,15.61,11.13,190.83,71.95,10.64,5.61,2
Spring_603,96.04,71.54,30.0,22.98,14.86,11.17,78.93,146.12,54.08,60.32,18.57,12.16,115.23,53.06,17.12,5.04,4
Spring_604,80.33,77.24,46.23,24.49,15.49,13.32,116.6,174.39,70.79,66.6,18.62,18.22,258.98,46.32,6.19,5.46,4
Spring_605,76.65,74.58,49.99,24.7,17.13,17.8,120.44,170.96,47.53,61.34,15.42,12.61,272.88,24.65,18.14,5.59,1
Spring_606,91.21,91.38,37.03,25.43,13.2,18.94,124.41,198.72,74.37,60.03,10.76,20.85,294.83,9.36,10.66,8.37,3
Spring_607,86.57,91.83,57.26,25.44,18.58,16.03,82.0,179.38,56.4,74.74,19.68,8.09,395.08,47.22,14.85,5.33,5
Spring_608,109.02,97.33,51.83,29.53,16.45,15.19,107.53,161.44,45.72,68.08,16.27,9.66,306.44,36.79,8.4,5.58,4
Spring_609,123.57,84.91,30.91,20.03,17.65,18.83,122.6,191.54,60.58,61.76,16.85,14.81,278.18,53.59,17.9,7.61,4
Spring_610,86.67,73.82,67.96,24.37,18.69,10.15,96.59,179.89,41.21,65.75,19.78,20.76,113.19,12.41,5.99,6.98,4
Spring_611,123.19,87.98,39.77,28.14,12.44,18.64,124.48,132.36,62.39,72.29,17.27,22.54,260.03,21.75,19.95,5.36,1
Spring_612,77.67,98.28,58.84,24.08,10.1,14.99,101.81,182.23,46.54,62.89,14.82,13.31,150.94,46.61,16.3,7.16,3
Spring_613,110.15,86.53,63.82,20.63,19.0,14.19,85.81,185.43,55.18,50.66,17.71,23.93,399.99,25.08,9.91,5.8,5
Spring_614,82.34,97.41,49.3,29.33,14.68,10.49,101.22,162.22,62.06,67.92,19.59,22.59,476.59,39.98,8.49,8.89,2
Spring_615,95.67,77.14,34.95,29.96,16.58,10.32,120.1,157.33,79.01,54.43,18.41,12.98,437.93,47.18,3.32,8.64,3
Spring_616,93.41,80.48,55.2,25.01,16.29,15.34,88.8,182.96,74.31,77.81,18.79,20.71,265.97,60.99,14.6,6.62,2
Spring_617,118.3,90.18,55.56,20.02,19.19,16.47,89.72,164.53,57.72,59.47,19.36,22.97,205.89,27.38,6.67,5.4,2
Spring_618,98.06,95.44,57.97,22.79,11.84,10.83,81.93,145.9,50.37,76.63,13.89,17.53,174.58,15.76,10.51,5.45,2
Spring_619,122.4,74.07,68.6,20.38,17.7,12.98,119.08,161.76,66.59,54.05,11.42,22.48,455.09,39.32,16.21,5.05,1
Spring_620,79.86,74.63,44.48,28.32,14.0,15.56,114.1,193.64,75.2,62.27,16.61,20.31,280.9,52.78,7.77,6.52,2
Spring_621,91.83,99.03,52.01,28.78,13.83,18.27,120.07,155.9,52.62,64.38,10.63,16.3,157.38,24.22,11.13,8.33,2
Spring_622,112.74,92.49,33.12,21.3,13.14,15.37,85.12,156.16,70.31,57.49,12.83,22.03,310.93,41.5,8.64,8.23,3
Spring_623,122.14,95.44,42.5,24.85,17.21,16.81,112.29,198.14,53.24,61.3,19.46,15.12,268.82,72.85,8.39,8.16,5
Spring_624,83.68,72.85,61.01,25.91,13.88,13.24,98.08,135.36,77.86,71.07,17.42,8.21,377.53,51.57,18.45,7.21,1
Spring_625,113.55,73.99,44.81,25.6,16.66,11.96,109.67,180.41,59.6,55.84,11.21,20.49,452.28,24.43,15.31,5.21,3
Spring_626,109.51,98.09,40.14,27.5,12.2,19.04,83.68,135.91,69.02,53.37,11.0,22.81,119.57,1.33,2.5,5.88,1
Spring_627,79.01,86.2,56.4,20.35,11.49,11.81,101.07,161.28,43.79,77.43,13.54,22.13,455.76,17.79,6.14,6.79,4
Spring_628,95.53,82.94,34.52,29.64,16.23,10.41,121.12,145.25,44.57,77.96,11.25,22.39,373.47,35.34,3.59,8.96,1
Spring_629,122.39,70.72,42.99,24.29,13.08,11.42,89.1,175.71,79.35,74.58,10.7,12.25,328.67,44.74,9.09,8.0,4
Spring_630,123.1,84.82,69.96,28.22,12.33,12.77,93.63,188.16,59.42,62.1,10.53,13.06,182.68,44.1,19.82,8.49,1
Spring_631,122.8,98.49,68.11,20.45,18.65,13.85,103.07,167.68,58.54,66.05,19.37,12.36,182.24,14.78,15.37,7.15,3
Spring_632,112.25,94.23,38.49,20.9,19.18,14.18,107.37,135.76,68.64,66.19,19.51,10.45,428.14,13.17,19.5,5.53,4
Spring_633,103.18,84.64,50.32,29.41,12.38,14.76,76.72,176.43,73.3,64.32,14.56,21.79,345.37,43.08,19.5,8.34,4
Spring_634,88.48,71.15,45.36,23.44,16.32,17.52,109.98,144.21,56.6,79.29,16.5,14.96,104.38,52.14,15.67,5.7,2
Spring_635,122.44,98.73,39.86,24.82,15.95,14.27,124.18,196.56,40.62,59.89,19.93,22.45,304.71,24.05,6.44,8.63,2
Spring_636,115.44,81.25,45.26,28.66,11.76,10.51,96.8,146.64,50.62,56.84,13.33,13.14,292.11,48.05,14.9,7.08,2
Spring_637,105.48,78.02,33.72,27.47,13.77,10.34,114.93,177.37,66.79,50.5,18.56,9.91,143.99,74.23,9.99,6.61,3
Spring_638,95.17,90.89,41.85,29.73,16.01,17.21,77.42,147.49,79.66,66.49,17.37,16.99,467.14,42.83,19.47,8.29,2
Spring_639,114.96,97.85,48.96,22.75,17.82,12.04,111.86,145.54,74.14,59.89,15.17,22.71,242.22,26.85,19.88,5.01,3
Spring_640,121.36,79.26,29.57,20.67,16.85,10.87,97.12,134.76,65.02,62.68,16.47,16.81,414.32,62.54,4.68,8.67,4
Spring_641,123.87,82.25,52.84,23.54,19.73,13.58,103.7,164.14,73.3,55.14,14.49,23.85,214.93,49.73,7.68,8.18,2
Spring_642,114.58,75.35,28.72,23.54,16.06,11.74,88.95,131.43,70.1,75.04,10.74,17.35,102.05,47.75,11.05,6.04,1
Spring_643,81.21,98.01,44.97,21.11,19.41,11.22,105.56,166.47,79.28,55.36,17.02,19.82,477.69,56.06,3.48,8.13,2
Spring_644,82.98,94.49,39.15,24.24,14.0,18.95,75.88,167.17,46.8,60.39,17.64,16.86,396.8,26.52,4.79,8.11,5
Spring_645,86.54,84.18,49.45,28.08,18.29,13.85,95.7,148.07,72.41,58.03,10.37,23.31,411.18,11.37,8.28,8.63,1
Spring_646,78.17,84.87,62.77,27.8,16.87,16.95,80.01,149.59,47.01,53.21,17.3,12.82,234.05,38.63,18.25,8.32,5
Spring_647,91.48,91.42,37.49,23.8,12.92,14.11,88.57,198.54,71.21,65.23,15.41,18.93,446.64,33.57,5.86,6.92,3
Spring_648,109.16,85.89,61.54,26.14,19.56,16.74,123.31,153.64,75.23,79.8,13.45,9.48,311.35,49.22,10.84,5.07,1
Spring_649,80.61,79.51,50.93,22.85,19.48,19.93,106.42,133.71,69.72,73.65,15.03,12.39,355.81,0.31,3.61,7.92,3
Spring_650,97.6,85.46,26.32,23.57,10.57,11.68,78.08,189.76,44.66,52.52,13.76,23.32,210.64,32.85,9.36,6.73,1
Spring_651,99.51,94.46,44.13,27.0,17.08,14.74,118.57,136.06,72.09,69.46,17.46,16.09,222.82,2.44,10.0,8.79,5
Spring_652,109.1,92.95,66.34,27.1,14.9,19.82,117.96,185.07,54.7,79.01,13.37,20.28,458.51,21.02,16.46,6.1,3
Spring_653,104.91,72.64,59.25,23.51,16.31,14.04,122.66,147.1,73.4,51.55,14.65,14.55,494.94,8.49,17.14,6.97,5
Spring_654,78.27,86.38,64.23,28.11,13.31,13.47,119.96,141.83,44.96,73.91,14.77,23.17,114.19,4.16,7.74,6.52,5
Spring_655,96.35,77.2,46.29,20.7,11.27,12.74,103.53,176.73,50.59,77.05,11.8,18.73,274.79,1.68,9.01,6.98,2
Spring_656,78.22,92.63,58.44,25.83,19.81,13.21,92.48,150.87,55.2,53.51,14.43,11.26,481.58,61.87,14.82,7.8,4
Spring_657,84.38,91.49,67.38,29.2,17.74,17.39,115.77,182.68,40.45,62.64,16.51,14.2,351.9,47.85,14.51,7.96,2
Spring_658,81.22,89.96,40.2,22.39,13.08,18.0,98.05,179.07,55.49,55.61,10.24,22.96,198.91,54.82,10.73,6.5,5
Spring_659,115.04,81.66,32.84,20.92,13.8,19.0,88.31,155.8,55.97,62.09,12.85,9.99,366.52,64.84,3.85,8.63,3
Spring_660,110.47,78.87,34.64,25.29,13.84,16.64,95.05,179.86,48.98,60.2,14.27,8.53,275.78,17.84,12.06,5.76,3
Spring_661,120.29,81.36,54.21,27.87,14.66,12.37,121.03,148.8,77.9,60.08,15.81,15.73,333.86,74.4,10.66,6.85,2
Spring_662,118.68,88.66,53.11,24.08,15.77,15.63,119.52,185.98,59.94,74.49,17.44,14.3,472.65,12.56,3.61,8.07,2
Spring_663,111.99,88.7,57.81,29.82,17.7,12.1,109.67,135.42,79.6,74.3,11.93,23.97,176.72,20.41,5.32,7.88,1
Spring_664,109.63,83.16,65.12,24.22,12.27,12.38,122.47,159.13,45.59,56.43,18.06,14.18,361.12,14.22,14.29,6.09,2
Spring_665,101.51,88.81,34.51,25.33,19.38,11.25,96.25,133.2,43.33,71.95,14.54,20.07,295.96,44.23,15.99,5.66,5
Spring_666,99.2,82.39,44.41,26.93,11.6,19.2,122.27,182.84,65.1,77.28,12.39,8.48,450.71,7.78,8.65,6.35,1
Spring_667,97.18,76.38,33.74,28.91,12.55,14.06,77.42,159.33,43.58,62.65,15.78,13.1,143.85,52.58,6.04,8.81,2
Spring_668,110.49,86.62,44.21,24.25,12.86,10.99,86.86,165.38,55.86,73.63,16.17,11.62,336.36,74.08,4.56,7.47,2
Spring_669,103.13,75.39,48.66,21.35,11.57,19.84,112.21,176.55,51.71,56.57,16.08,10.38,142.63,42.37,8.06,7.05,1
Spring_670,111.69,80.69,25.55,22.55,14.24,16.98,120.67,167.02,71.79,68.17,19.69,18.81,375.73,11.89,18.71,8.27,4
Spring_671,81.62,76.72,64.3,26.24,14.1,12.2,107.06,168.57,46.97,78.66,18.7,11.85,211.59,25.38,15.78,8.23,4
Spring_672,93.55,96.38,64.92,24.61,18.45,16.2,115.01,138.37,57.43,66.02,18.45,11.56,285.6,6.96,19.12,6.77,2
Spring_673,102.06,72.52,40.48,24.9,14.45,19.71,81.47,187.02,50.98,74.53,18.71,12.64,169.44,31.89,15.66,5.37,3
Spring_674,96.5,73.2,49.42,20.36,12.15,10.28,119.56,166.65,43.99,62.24,11.2,23.71,376.86,2.13,4.17,7.17,4
Spring_675,117.89,93.04,63.35,22.65,14.58,18.35,100.17,182.95,79.91,57.98,18.75,16.56,351.64,33.66,12.69,7.15,5
Spring_676,105.01,79.67,25.06,22.96,10.58,10.05,90.79,153.9,73.91,78.89,15.23,15.66,278.35,37.96,14.07,5.6,4
Spring_677,116.71,75.27,56.61,28.66,18.04,11.56,122.81,145.93,76.5,51.09,18.31,11.61,147.79,44.29,17.4,7.26,2
Spring_678,92.15,97.45,45.48,21.99,14.36,19.24,95.67,148.38,53.99,73.54,16.03,15.6,442.09,36.1,6.92,8.75,5
Spring_679,110.01,83.49,48.84,24.53,13.95,19.1,80.91,141.44,45.43,64.71,14.66,14.7,497.93,28.36,7.41,8.89,2
Spring_680,76.44,93.11,46.89,22.1,18.84,10.89,99.85,178.51,69.65,57.95,12.9,19.53,106.13,7.15,16.13,5.14,1
Spring_681,105.28,92.29,55.74,29.4,11.41,10.74,104.42,172.67,73.51,56.72,18.71,8.41,272.43,45.48,9.29,5.56,5
Spring_682,92.55,98.51,37.1,25.56,16.19,10.66,107.03,156.67,59.11,67.83,18.12,16.16,396.42,55.95,18.42,7.09,4
Spring_683,102.44,87.31,42.69,21.33,10.26,11.2,106.08,126.45,42.05,64.68,10.16,16.78,244.13,19.13,2.02,7.57,4
Spring_684,99.74,71.05,53.94,22.12,13.51,12.51,78.3,161.53,70.03,61.23,15.87,10.9,375.72,32.8,6.12,8.9,5
Spring_685,119.99,79.83,57.94,21.43,19.29,11.73,89.69,165.18,44.21,61.37,13.48,10.18,179.27,34.96,14.88,8.02,4
Spring_686,102.09,72.31,67.8,24.55,14.42,11.29,77.1,144.64,67.51,51.71,17.85,14.75,135.29,53.08,13.91,7.6,4
Spring_687,87.48,84.99,31.23,29.86,12.56,15.67,93.75,130.33,44.26,62.04,12.01,22.05,226.09,14.96,6.94,5.93,4
Spring_688,93.42,91.51,65.85,24.23,16.3,14.76,86.47,195.29,70.72,76.87,17.82,19.89,362.92,63.37,10.77,7.16,3
Spring_689,95.49,84.83,69.44,28.16,12.25,13.67,101.22,171.39,62.36,62.52,10.38,18.19,114.43,62.85,12.53,5.06,5
Spring_690,76.22,90.24,36.88,23.56,16.45,16.95,112.32,129.51,66.52,55.88,18.81,13.81,153.35,28.19,2.93,8.96,4
Spring_691,116.34,89.64,45.82,29.16,11.69,15.29,109.8,177.12,62.98,79.25,16.52,16.12,476.88,6.47,6.39,8.64,2
Spring_692,92.91,82.68,57.23,22.04,18.57,18.06,82.01,187.41,59.29,57.12,16.11,22.73,225.48,58.09,9.83,5.7,3
Spring_693,86.86,91.42,60.63,23.41,18.15,18.26,122.47,163.14,54.17,61.59,14.05,11.35,122.48,26.75,4.2,7.28,2
Spring_694,84.39,95.36,66.49,29.61,15.81,16.86,95.65,196.42,70.17,70.03,15.38,9.5,123.13,7.95,5.45,6.38,3
Spring_695,109.79,99.32,65.03,29.76,16.17,15.89,119.17,144.16,40.23,59.85,19.55,12.46,401.46,64.2,13.23,8.89,3
Spring_696,96.62,96.42,35.87,25.72,16.57,18.65,80.48,184.43,60.73,68.13,13.42,19.28,473.82,6.39,12.53,8.18,3
Spring_697,110.62,76.59,56.34,21.39,12.67,18.05,124.65,130.15,44.49,59.97,12.23,18.23,298.8,19.87,17.1,8.86,5
Spring_698,93.33,73.72,69.48,20.16,12.45,19.92,97.62,191.24,45.59,56.24,18.86,12.34,319.09,42.33,4.81,5.5,5
Spring_699,122.18,78.22,49.94,25.44,10.02,19.49,123.45,141.04,51.28,76.09,12.95,10.11,132.19,1.84,10.28,7.76,4
Spring_700,82.5,83.58,55.3,20.86,15.47,18.37,76.35,197.55,45.66,57.77,17.42,15.06,276.88,54.86,19.32,8.82,3
Spring_701,122.36,86.21,61.93,29.0,12.41,11.0,108.18,146.81,63.26,78.71,15.91,8.5,150.56,10.91,19.38,6.9,1
Spring_702,87.3,96.08,28.49,20.08,16.88,17.85,112.6,157.22,46.82,60.33,11.6,19.97,379.31,30.21,6.04,7.95,1
Spring_703,78.13,73.06,67.9,29.78,10.38,18.48,101.13,149.64,69.35,79.43,14.08,22.78,348.67,32.72,19.22,7.46,5
Spring_704,88.11,81.4,43.84,26.69,19.52,12.47,78.64,184.27,51.96,50.19,10.64,20.35,135.28,61.48,10.21,8.2,3
Spring_705,93.15,80.23,47.01,20.45,16.24,15.57,96.51,131.24,72.85,73.66,10.02,21.89,109.69,22.15,11.29,8.63,1
Spring_706,80.26,83.73,63.04,26.4,11.94,15.99,110.66,186.14,44.35,74.05,19.6,9.83,369.49,61.95,19.79,8.21,4
Spring_707,75.14,74.96,56.33,28.75,10.69,13.63,113.89,181.89,63.32,71.33,10.93,9.38,498.26,8.54,2.44,5.01,3
Spring_708,76.85,89.16,38.3,27.47,17.03,14.29,87.56,158.4,70.8,50.92,14.45,12.09,383.08,15.25,5.09,5.8,5
Spring_709,94.34,87.67,33.39,26.12,14.71,19.93,96.32,167.21,79.09,74.69,14.74,19.93,465.23,63.1,15.37,8.42,5
Spring_710,118.52,78.05,43.17,23.22,13.0,14.4,116.7,125.09,66.38,78.17,12.96,23.3,236.17,16.3,10.81,5.58,3
Spring_711,92.21,85.28,48.63,23.03,15.58,18.14,97.87,142.67,71.64,66.56,12.8,17.63,448.1,52.03,10.54,8.15,2
Spring_712,97.29,76.96,42.92,28.58,19.48,10.84,87.88,194.52,77.54,54.6,18.66,16.96,438.88,29.92,13.19,8.92,3
Spring_713,123.61,85.39,61.44,22.05,18.21,14.03,98.46,176.31,73.39,75.18,16.39,17.47,278.9,8.04,14.19,7.37,1
Spring_714,112.42,93.7,33.16,21.97,16.95,19.82,117.23,174.33,79.75,53.33,12.91,18.75,161.4,1.75,3.71,5.01,4
Spring_715,75.61,81.23,27.01,22.78,14.47,14.05,75.99,193.64,57.07,78.05,16.73,15.35,335.15,3.76,8.22,5.23,2
Spring_716,97.8,86.1,51.86,26.68,10.08,16.71,100.98,139.63,48.7,77.34,17.67,22.25,444.13,68.77,16.54,5.18,1
Spring_717,103.2,77.73,58.9,26.22,11.95,19.69,99.66,196.57,70.46,75.96,12.18,18.52,207.19,50.38,10.19,6.75,5
Spring_718,121.32,74.56,57.98,25.9,12.47,14.28,100.03,199.6,55.88,65.37,12.34,21.14,376.15,66.24,14.67,7.43,3
Spring_719,95.05,80.45,64.75,27.9,10.53,10.22,120.8,169.95,56.69,67.72,19.84,18.21,432.91,11.8,2.51,6.84,5
Spring_720,117.39,73.69,33.15,29.21,17.4,14.23,112.71,160.9,41.96,57.98,16.32,23.86,321.38,57.77,5.57,7.96,4
Spring_721,114.06,75.89,47.39,24.33,18.78,19.88,93.91,144.04,67.99,67.6,17.25,23.77,445.39,11.77,2.58,8.38,5
Spring_722,92.44,97.43,60.21,23.54,19.77,10.0,81.99,144.48,67.37,54.64,11.06,17.79,322.97,72.17,8.9,7.57,2
Spring_723,120.97,97.05,61.5,27.5,10.42,14.22,102.46,192.0,71.03,68.36,18.53,10.18,388.65,53.59,6.28,7.74,1
Spring_724,123.93,83.27,31.72,26.97,12.68,11.12,123.5,156.74,78.54,73.62,17.82,19.82,467.63,71.04,3.46,7.01,3
Spring_725,91.15,76.02,58.42,21.3,16.35,17.14,109.87,156.47,76.89,52.47,19.61,16.9,300.83,9.57,13.17,7.94,4
Spring_726,104.05,88.8,50.59,28.69,19.94,12.07,118.92,172.57,66.69,73.07,16.69,19.5,178.53,40.23,3.61,6.74,1
Spring_727,115.32,92.54,39.24,23.09,16.02,15.48,97.03,191.74,50.02,72.79,17.97,16.6,238.3,65.41,7.01,6.35,1
Spring_728,97.35,72.22,37.76,28.72,13.63,19.02,81.62,185.62,43.11,62.68,18.99,11.64,318.14,0.86,8.33,6.8,5
Spring_729,78.56,78.86,68.13,28.13,19.4,12.47,104.54,150.86,72.53,54.98,12.45,19.54,263.88,47.86,17.86,5.01,3
Spring_730,110.62,89.17,39.62,22.49,16.46,10.26,80.73,168.39,79.21,72.5,13.04,19.67,332.31,27.11,6.76,8.06,1
Spring_731,124.48,97.69,69.75,29.78,14.53,18.21,123.52,193.11,73.31,74.35,15.87,19.52,153.97,6.42,12.27,7.34,5
Spring_732,76.92,93.83,49.04,20.22,18.12,10.08,83.98,159.18,70.82,67.26,12.71,22.51,223.06,22.0,5.46,5.18,4
Spring_733,90.17,75.52,55.17,21.1,10.34,19.48,84.17,168.64,68.65,64.35,13.6,23.49,423.73,0.02,5.1,5.08,3
Spring_734,76.7,96.35,56.55,27.68,18.36,11.81,124.28,150.89,67.07,62.6,18.09,10.59,323.21,52.51,3.98,5.77,2
Spring_735,83.01,93.74,32.53,24.59,12.97,10.89,121.3,166.82,44.98,72.52,18.99,17.66,194.09,51.59,10.75,7.66,2
Spring_736,117.64,94.5,65.4,25.84,14.21,11.06,122.38,165.45,45.68,59.91,13.93,16.39,314.9,31.32,4.13,7.17,3
Spring_737,105.83,76.3,49.51,21.35,10.12,19.14,116.56,134.58,59.73,77.42,14.59,18.39,365.57,26.68,11.35,7.75,4
Spring_738,96.86,73.62,62.78,22.8,17.05,18.1,116.85,177.5,77.27,73.38,16.4,13.44,462.62,64.73,7.29,7.52,3
Spring_739,123.49,91.81,59.78,29.51,18.33,13.27,87.48,125.23,74.39,63.75,14.7,22.55,260.27,73.04,5.35,8.0,1
Spring_740,99.64,94.71,52.95,27.94,19.64,13.41,79.11,167.64,61.05,69.38,13.76,8.19,287.1,27.57,7.34,6.53,2
Spring_741,87.31,93.37,28.46,24.76,10.01,19.02,86.97,183.44,46.24,69.59,15.47,15.96,311.49,70.68,10.82,7.03,1
Spring_742,101.97,83.97,41.97,20.95,10.62,19.77,110.12,164.94,68.86,63.9,16.36,13.77,111.62,21.67,11.01,8.06,3
Spring_743,112.86,99.81,33.9,24.59,11.72,13.42,80.73,158.61,55.68,53.61,14.35,8.35,104.42,6.25,5.16,7.39,2
Spring_744,82.26,84.99,60.13,27.71,17.63,13.3,78.68,164.05,52.15,60.15,12.28,9.59,385.2,45.29,10.29,8.88,3
Spring_745,82.1,81.8,60.3,29.25,14.65,19.58,109.84,135.85,53.23,68.74,10.13,22.42,350.25,62.39,4.12,6.02,1
Spring_746,87.51,86.53,64.38,27.73,19.06,19.93,79.04,161.1,58.03,54.76,14.28,22.35,469.39,27.72,6.97,8.42,4
Spring_747,95.96,73.52,55.62,21.56,16.31,10.06,97.68,127.1,54.57,75.68,11.02,9.23,120.61,33.46,9.82,7.88,5
Spring_748,97.68,70.4,62.62,20.51,16.86,11.09,102.58,161.79,75.6,79.64,13.43,15.75,255.93,11.37,19.96,5.43,3
Spring_749,86.58,89.32,63.28,29.6,11.13,11.5,77.16,169.67,41.95,77.94,12.35,22.49,175.37,31.76,12.66,7.47,3
Spring_750,113.08,82.88,59.16,22.25,12.24,16.26,105.38,190.12,68.54,66.45,19.34,16.87,491.3,33.52,14.21,5.62,1
Spring_751,91.09,73.91,46.31,23.7,18.74,11.88,92.84,136.13,74.8,57.1,18.63,9.49,359.53,65.26,8.11,6.81,5
Spring_752,123.41,99.12,35.19,24.43,11.47,14.12,119.96,183.83,68.87,72.2,13.89,13.06,275.72,29.78,5.14,5.63,5
Spring_753,96.17,89.36,63.76,22.56,14.71,16.85,109.65,196.1,57.79,67.51,17.96,10.76,129.86,60.32,12.57,5.81,4
Spring_754,80.27,81.37,39.86,29.5,14.51,13.22,78.23,135.42,72.3,71.48,18.84,8.52,187.6,29.46,14.07,5.22,1
Spring_755,87.46,83.65,48.42,25.86,14.18,10.93,124.41,183.62,40.88,73.63,12.33,22.46,106.87,73.55,7.11,6.6,1
Spring_756,99.74,84.71,65.33,26.06,14.78,14.56,111.64,126.8,50.16,51.22,15.2,11.49,371.66,49.93,10.31,5.4,2
Spring_757,94.93,72.66,49.12,29.56,13.25,11.77,84.19,133.4,61.03,62.52,14.32,23.56,128.21,19.46,17.76,6.9,2
Spring_758,95.97,71.26,32.36,28.83,14.85,11.66,97.04,192.11,52.31,62.34,12.09,16.19,240.13,13.51,11.13,7.76,5
Spring_759,92.21,93.15,69.35,23.7,11.9,13.53,103.54,160.23,55.86,62.53,18.3,17.82,418.36,16.55,13.94,7.57,4
Spring_760,117.17,73.29,62.03,22.28,11.9,10.75,116.31,149.56,78.73,51.14,16.89,19.09,393.67,36.25,4.59,7.92,3
Spring_761,101.73,90.24,53.78,20.53,18.96,17.06,91.46,132.42,67.85,70.58,15.65,11.87,475.02,14.18,6.03,5.67,2
Spring_762,77.61,89.07,25.64,24.68,12.24,10.49,103.44,188.63,50.43,52.65,15.36,8.38,151.24,36.2,18.92,7.91,4
Spring_763,107.06,90.98,34.6,24.22,10.41,13.49,94.38,195.54,69.36,68.01,14.75,8.37,353.53,68.28,15.12,7.61,4
Spring_764,104.03,86.03,42.08,26.34,16.68,10.47,76.78,167.75,54.82,67.81,14.85,13.2,484.05,19.2,14.57,7.05,3
Spring_765,89.26,72.15,61.22,24.74,18.18,18.41,84.85,177.82,71.05,56.29,15.99,19.46,332.63,3.65,18.56,7.73,3
Spring_766,111.12,83.16,27.72,21.57,12.64,11.09,97.76,133.23,41.95,58.66,17.08,15.88,181.53,40.43,7.04,5.63,4
Spring_767,101.62,81.28,36.41,29.05,17.09,11.49,93.39,199.61,50.43,73.38,19.55,8.69,407.87,53.82,4.73,8.73,2
Spring_768,118.89,80.73,35.02,20.56,12.29,11.89,123.35,157.48,77.04,67.4,13.68,12.46,290.74,17.71,15.28,7.98,4
Spring_769,104.16,79.39,50.51,28.47,17.22,19.07,87.41,166.95,60.84,70.45,11.74,14.56,246.98,3.56,6.92,5.76,2
Spring_770,88.33,83.89,41.36,28.67,19.68,13.98,99.71,140.46,56.01,56.06,16.07,8.36,160.66,34.62,10.64,6.53,1
Spring_771,82.46,73.09,32.19,22.45,17.88,18.1,120.73,125.44,52.19,61.8,16.82,21.35,474.65,3.17,18.47,8.29,2
