,Na,K,Mg,Al,Hg,Pb,F,Cl,SO4,NO3,As,Hardness,Color,COD,BOD,pH,Category
Spring_584,83.63,71.2,52.83,26.8,13.51,18.96,112.62,157.71,46.09,78.04,17.85,23.08,497.41,12.34,11.17,8.68,3
Spring_585,77.46,71.89,58.05,21.97,13.37,13.69,80.74,164.04,49.71,68.0,11.12,21.6,486.91,45.84,18.37,7.04,four
Spring_586,123.3,88.33,39.78,26.59,18.52,12.2,122.57,162.74,47.2,58.21,10.18,10.76,138.22,41.3,16.35,7.42,2
Spring_587,86.85,74.83,54.23,20.22,19.64,16.96,100.09,192.01,55.51,51.9,15.62,19.73,105.58,47.02,9.28,7.82,3
Spring_588,113.92,83.03,57.84,29.8,12.28,16.54,76.94,187.86,72.44,68.22,14.92,22.88,130.75,52.69,18.39,7.86,2
Spring_589,82.0,87.14,62.07,24.28,12.26,12.3,85.12,197.48,61.49,64.06,14.67,18.06,390.4,9.75,11.27,6.44,1
Spring_590,80.28,97.95,45.83,21.08,16.83,16.26,123.29,145.3,60.61,56.51,19.48,22.28,167.77,13.63,11.37,7.79,1
Spring_591,124.29,90.26,68.14,23.88,17.79,17.1,120.04,126.55,43.96,75.68,15.86,13.07,294.11,37.4,6.69,5.14,2
Spring_592,112.02,73.34,31.96,21.83,13.32,14.64,88.6,140.61,58.9,75.17,13.91,18.79,114.1,70.63,18.46,7.94,1
Spring_593,85.78,82.59,66.01,24.18,15.4,18.2,107.06,151.63,61.13,59.83,11.38,12.32,266.55,36.05,10.83,6.84,2
Spring_594,104.41,70.76,58.05,22.15,16.81,15.04,95.78,187.69,77.06,73.06,15.53,22.06,230.1,56.66,15.14,8.14,5
Spring_595,91.89,86.57,43.35,22.25,19.21,12.03,111.27,140.73,73.41,69.65,19.12,23.73,193.3,16.7,16.06,5.95,3
Spring_596,82.52,71.73,68.58,22.98,11.23,17.29,107.28,143.67,72.44,74.88,16.89,13.92,434.51,25.77,4.01,8.82,3
Spring_597,113.86,78.7,59.9,25.35,10.32,17.69,120.53,162.95,61.83,50.27,13.19,22.24,319.75,36.04,15.8,6.13,one
Spring_598,100.65,72.0,69.98,21.01,16.78,12.28,96.22,172.83,42.01,67.65,17.65,15.04,339.5,46.85,8.94,6.24,1
Spring_599,115.01,71.72,63.51,25.54,18.03,18.26,86.46,139.56,58.76,51.96,14.81,21.13,212.42,35.31,13.52,7.05,5
Spring_600,118.36,92.64,61.9,21.28,12.48,14.39,121.85,128.65,74.6,71.69,16.33,21.11,425.35,1.73,11.81,8.57,1
Spring_601,98.48,71.52,48.45,26.18,18.49,17.39,76.36,150.86,70.34,70.08,13.7,20.59,105.49,16.07,3.78,5.31,3
Spring_602,104.28,94.71,31.71,27.9,14.65,16.29,96.08,189.9,60.5,66.11,10.72,23.84,316.57,13.56,13.76,6.0,4
Spring_603,105.36,95.16,68.29,24.84,19.2,18.04,106.05,172.09,79.09,76.75,11.9,17.65,350.73,71.72,8.19,8.93,2
Spring_604,107.36,72.39,66.54,28.54,19.96,10.42,103.49,151.45,53.24,54.66,19.95,10.18,198.88,16.76,16.28,6.05,3
Spring_605,89.13,85.88,32.35,26.97,16.71,12.61,90.04,132.36,62.86,77.9,15.92,14.55,337.57,10.59,15.74,7.93,2
Spring_606,80.91,72.79,65.88,24.64,13.81,16.44,97.67,168.78,45.44,64.83,12.76,12.12,231.25,53.9,12.71,7.72,one
Spring_607,115.36,85.67,60.82,24.07,10.23,12.48,101.43,177.32,53.12,63.73,17.56,23.51,294.89,28.48,14.35,9.0,3
Spring_608,86.43,100.0,43.14,24.31,17.84,12.43,107.24,157.71,64.74,63.77,18.8,21.36,285.81,45.86,3.32,7.94,3
Spring_609,97.94,89.73,69.41,23.3,18.38,16.32,93.41,150.17,67.51,69.37,13.27,16.15,214.29,74.08,10.48,8.26,three
Spring_610,119.29,80.83,34.1,29.12,18.57,18.96,100.9,181.29,47.26,70.92,13.69,14.71,263.55,27.52,5.48,6.01,5
Spring_611,106.05,88.09,65.08,23.18,11.53,15.9,83.92,194.61,58.11,55.94,14.54,9.99,308.86,58.61,7.72,7.31,1
Spring_612,94.21,99.31,66.71,23.71,13.89,16.73,89.76,134.75,69.66,55.39,11.67,18.48,417.94,72.28,2.15,7.73,2
Spring_613,76.89,72.02,41.8,20.95,13.81,18.39,96.57,127.42,51.27,73.08,19.48,21.25,437.38,4.01,7.89,6.17,4
Spring_614,84.46,92.35,51.94,23.53,16.17,12.22,113.1,168.97,54.78,64.47,14.41,15.62,428.12,50.27,14.77,7.41,2
Spring_615,109.22,96.71,55.91,20.86,18.41,11.46,86.81,153.67,60.65,73.1,18.95,13.57,412.21,29.99,17.34,7.11,3
Spring_616,120.59,73.66,65.75,29.72,18.95,16.32,115.16,155.65,64.93,77.0,19.25,13.4,157.69,30.02,4.69,8.54,5
Spring_617,108.76,71.69,63.52,22.49,10.2,12.36,113.62,171.99,76.5,75.74,17.97,9.21,166.27,3.23,2.14,5.62,4
Spring_618,119.34,95.35,26.41,26.29,17.3,14.66,104.05,147.79,66.82,68.82,15.48,10.83,488.37,67.8,10.78,6.85,1
Spring_619,102.94,83.41,53.07,29.05,19.42,19.88,108.84,193.06,76.41,51.71,10.16,21.99,175.65,16.69,4.99,8.01,3
Spring_620,100.56,85.52,62.21,23.45,15.37,15.8,118.23,161.15,63.77,75.79,18.84,12.93,197.96,64.03,17.35,6.73,3
Spring_621,76.3,76.42,64.94,28.29,15.7,15.6,121.56,128.91,69.32,67.68,11.57,16.23,183.3,22.31,4.0,6.14,2
Spring_622,75.38,77.71,61.04,26.41,17.31,14.99,118.98,178.12,43.53,55.42,18.64,21.7,189.21,13.62,16.49,6.5,four
Spring_623,114.9,90.6,68.77,25.66,14.61,11.04,114.55,190.59,51.55,69.99,12.21,11.12,307.75,24.08,4.58,6.49,3
Spring_624,112.95,78.78,31.55,28.63,10.66,16.67,81.73,126.5,60.25,58.56,12.38,17.84,267.19,47.46,18.66,6.17,4
Spring_625,88.94,95.93,56.43,29.14,10.08,18.99,118.25,189.76,59.23,50.24,11.22,18.13,221.67,17.01,14.76,8.12,4
Spring_626,115.71,93.06,65.21,22.97,17.78,16.34,93.63,162.19,48.07,72.01,13.94,15.05,441.5,32.78,10.84,8.3,1
Spring_627,82.86,84.97,45.69,25.69,11.65,18.79,101.72,129.16,76.36,78.71,13.98,10.87,254.24,65.25,16.4,7.57,1
Spring_628,102.68,91.56,68.34,27.2,16.31,17.34,119.17,197.45,78.95,76.31,17.25,14.57,253.42,33.48,8.9,7.8,1
Spring_629,118.4,85.13,48.5,29.53,10.79,11.67,93.26,182.12,61.57,79.71,11.4,19.68,144.64,55.2,15.88,5.81,1
Spring_630,95.18,82.31,55.69,20.4,14.19,11.17,107.61,143.11,55.03,70.14,17.91,14.44,340.11,46.82,17.43,6.31,5
Spring_631,76.92,94.93,35.44,27.56,14.25,15.99,120.88,128.87,78.17,57.47,11.06,21.12,324.5,65.53,18.75,7.97,1
Spring_632,101.3,95.84,65.64,24.68,13.82,15.95,120.34,134.54,77.2,70.37,16.39,20.72,214.17,67.01,6.95,8.24,3
Spring_633,77.54,89.55,39.43,27.94,16.97,14.77,95.04,141.72,72.66,69.11,11.84,9.71,485.1,68.43,4.31,8.92,2
Spring_634,85.68,90.94,42.81,29.22,15.03,14.34,85.53,165.59,69.46,52.91,14.94,19.78,146.58,37.61,17.21,8.22,5
Spring_635,109.42,95.42,69.09,29.08,16.69,18.31,109.41,183.76,40.35,78.36,14.3,19.49,157.96,39.34,11.24,7.82,1
Spring_636,121.11,87.6,55.78,21.14,11.58,11.37,104.18,199.89,60.31,62.7,14.08,9.93,498.1,28.18,18.89,7.85,2
Spring_637,105.74,83.73,37.27,25.06,14.78,18.15,110.09,172.07,77.62,53.21,15.99,23.55,200.76,41.65,18.35,8.48,4
Spring_638,88.2,93.2,61.65,25.94,12.74,18.56,86.64,167.7,66.98,52.24,12.56,18.22,196.17,43.13,16.21,8.9,4
Spring_639,81.62,88.22,36.86,25.56,18.14,14.35,84.49,194.66,75.2,71.71,10.38,17.05,430.05,17.03,4.55,6.5,1
Spring_640,116.4,99.91,59.59,25.06,16.89,11.36,109.8,134.68,63.59,61.53,12.87,15.26,258.48,28.76,5.76,5.18,5
Spring_641,97.13,91.61,52.16,26.27,19.91,11.64,80.77,193.58,46.54,72.16,18.89,13.67,412.93,52.96,19.47,6.6,4
Spring_642,99.02,82.24,67.04,28.62,15.1,17.08,91.17,167.63,69.92,60.24,16.18,15.72,282.36,66.93,11.09,6.91,1
Spring_643,83.09,88.28,32.57,21.76,16.44,10.98,107.73,126.4,54.34,78.82,10.86,15.62,209.56,2.11,18.73,8.92,3
Spring_644,116.8,87.25,31.82,20.61,17.2,10.82,82.38,153.99,65.98,74.91,16.85,23.64,410.7,44.56,19.84,7.74,three
Spring_645,108.46,78.83,52.66,28.6,18.82,14.31,100.15,186.97,62.22,65.62,12.79,21.33,146.64,3.35,13.01,8.66,2
Spring_646,102.44,76.86,68.66,26.02,15.88,10.92,83.28,154.25,65.07,71.72,10.64,23.15,116.72,36.41,4.86,5.2,5
Spring_647,119.0,80.78,32.82,28.37,14.14,11.47,88.9,146.77,42.73,64.35,19.84,22.53,201.0,21.78,6.31,5.87,1
Spring_648,114.74,76.77,65.55,27.93,15.94,11.84,114.39,134.55,79.22,79.68,10.2,17.79,266.22,19.14,14.85,7.87,2
Spring_649,96.99,95.32,68.61,21.58,14.52,17.11,112.19,133.28,76.09,63.47,17.58,21.29,343.56,71.75,8.42,8.99,4
Spring_650,122.5,77.97,49.13,22.53,16.26,14.22,106.64,148.43,40.26,74.46,11.19,14.12,330.7,7.95,7.62,5.68,2
Spring_651,83.05,77.01,66.44,28.99,14.73,19.04,118.42,180.19,40.15,66.67,16.99,23.97,111.34,27.19,16.29,6.53,3
Spring_652,115.13,81.1,33.31,20.08,13.78,12.16,98.68,158.3,78.23,56.66,11.2,10.79,110.25,29.85,11.46,5.8,1
Spring_653,88.15,79.01,25.3,24.25,12.62,17.48,121.14,140.66,69.94,75.98,19.4,16.65,190.06,74.74,4.6,7.89,5
Spring_654,92.0,83.61,51.76,28.52,18.84,15.56,113.11,149.53,49.69,59.3,18.5,11.01,306.92,12.67,12.74,6.92,2
Spring_655,94.27,70.23,31.37,21.52,18.13,18.85,94.23,171.46,66.34,63.4,11.54,11.36,368.68,10.18,14.56,7.18,1
Spring_656,85.78,76.53,58.88,21.65,14.14,17.43,121.35,139.45,49.38,59.48,11.06,19.55,246.36,30.07,5.01,7.96,1
Spring_657,116.99,76.41,30.02,28.55,16.91,14.46,91.9,127.03,71.47,71.36,14.52,17.9,234.35,9.71,7.53,8.01,5
Spring_658,97.42,96.7,27.34,28.17,12.87,14.83,123.67,197.12,59.8,57.16,13.99,17.25,318.47,20.02,12.82,6.08,2
Spring_659,77.38,72.87,28.78,24.14,12.96,19.06,85.6,161.42,64.67,68.28,15.83,14.24,187.16,46.83,11.96,7.34,3
Spring_660,100.8,75.03,56.61,22.19,17.77,17.87,110.48,143.98,56.74,56.02,17.67,18.7,120.02,15.53,13.27,7.65,4
Spring_661,92.88,74.12,30.36,20.12,12.18,19.39,77.74,164.71,40.43,65.19,14.37,14.1,201.15,74.82,10.18,8.48,3
Spring_662,112.9,83.91,41.93,23.99,13.81,13.95,111.98,130.03,71.35,52.44,19.85,22.93,185.04,35.93,15.1,5.07,5
Spring_663,97.21,88.05,29.71,22.24,17.83,16.7,82.37,181.79,74.39,60.22,10.25,14.58,236.3,0.37,15.98,6.31,1
Spring_664,103.1,72.61,26.63,24.27,19.96,18.88,94.03,161.84,69.43,79.79,12.79,21.71,484.69,13.98,5.59,8.97,1
Spring_665,115.78,75.25,30.14,25.03,14.75,13.25,117.08,142.18,60.02,54.38,12.28,11.69,495.45,33.17,14.49,7.8,5
Spring_666,120.86,99.51,50.89,29.34,13.64,12.81,88.5,182.06,56.37,53.51,15.99,9.06,234.29,60.32,16.64,6.58,2
Spring_667,75.53,72.32,54.87,23.79,18.23,19.5,110.46,177.59,76.34,59.64,19.98,13.2,319.93,55.83,5.06,8.15,2
Spring_668,109.1,84.39,25.65,24.77,16.11,14.67,89.62,145.11,49.84,75.62,14.97,9.4,336.89,45.05,7.52,6.82,5
Spring_669,110.41,89.69,34.8,24.01,19.07,14.57,103.24,164.96,73.27,78.57,10.63,10.95,253.38,22.71,14.92,8.51,3
Spring_670,97.57,93.49,32.62,26.45,11.73,19.8,94.95,172.05,53.34,74.27,16.23,19.87,333.55,19.7,10.97,5.87,4
Spring_671,115.79,81.09,60.48,28.24,16.69,18.19,79.65,170.01,40.83,68.79,15.6,21.13,118.09,69.76,14.63,7.45,5
Spring_672,95.26,84.17,46.93,26.12,12.16,16.81,80.07,141.22,70.96,60.95,18.13,13.22,473.26,59.89,13.22,7.65,4
Spring_673,84.2,88.74,69.13,27.47,12.62,14.32,108.46,137.86,54.04,62.51,10.0,18.91,272.95,25.73,2.93,6.27,5
Spring_674,80.23,80.64,49.03,22.99,15.66,11.53,102.96,171.35,62.19,58.95,12.46,8.17,202.14,46.63,14.8,8.36,2
Spring_675,112.85,75.85,33.59,27.28,10.98,12.68,124.82,176.67,65.32,57.09,15.48,9.5,203.9,17.14,16.79,7.98,3
Spring_676,117.85,73.93,34.09,21.75,10.94,13.63,78.96,132.28,66.6,67.29,16.66,19.99,346.66,28.47,2.38,6.12,5
Spring_677,84.45,97.63,45.18,25.07,16.6,16.54,112.26,192.24,67.31,73.27,19.77,16.43,211.11,59.46,18.8,8.44,1
Spring_678,110.09,72.27,57.75,29.56,15.35,10.76,83.09,139.0,42.94,61.25,11.48,23.82,154.88,50.04,11.78,8.67,1
Spring_679,78.27,70.84,53.42,20.91,12.21,10.19,83.47,136.8,73.17,57.95,13.96,15.04,268.27,46.64,17.89,8.94,3
Spring_680,124.38,83.81,55.13,25.87,14.28,19.51,97.51,132.77,77.05,66.59,10.26,21.24,303.15,66.19,7.25,5.12,4
Spring_681,113.98,81.41,37.0,22.0,13.08,10.04,116.04,191.48,52.09,52.01,16.87,23.43,370.23,64.29,17.47,8.42,2
Spring_682,90.34,74.5,28.8,26.89,12.47,19.91,98.61,165.84,60.96,54.91,14.88,18.96,268.12,65.04,7.73,6.57,2
Spring_683,105.09,86.24,49.85,22.46,16.3,16.29,119.46,167.47,61.01,59.02,17.74,23.56,165.46,51.47,16.66,8.21,4
Spring_684,89.03,73.53,59.9,22.41,14.74,16.05,114.94,168.35,67.27,62.86,18.16,12.97,269.21,52.84,12.95,8.02,4
Spring_685,111.92,98.73,67.09,25.08,16.29,16.72,86.15,167.03,41.52,73.7,17.74,23.95,185.23,5.92,8.39,6.37,4
Spring_686,93.95,73.71,47.33,23.46,10.8,14.77,78.51,148.86,68.61,59.33,13.53,20.91,154.52,62.66,18.28,5.98,5
Spring_687,108.28,70.67,69.59,27.47,11.36,17.8,121.69,155.44,48.39,71.65,13.69,23.31,422.91,73.67,14.73,6.27,3
Spring_688,101.64,92.07,59.5,28.84,16.74,16.15,79.19,156.62,62.65,71.77,14.81,9.41,279.7,50.77,7.12,6.68,3
Spring_689,98.9,89.08,48.63,25.1,15.1,14.38,104.21,128.93,61.66,66.08,15.51,22.48,108.59,63.47,3.97,5.06,1
Spring_690,114.24,74.87,67.6,25.25,15.17,11.06,115.79,181.87,62.65,73.18,18.2,14.54,128.05,68.67,9.84,5.78,1
Spring_691,106.96,73.68,50.2,28.38,10.26,10.96,104.96,192.27,50.0,52.73,18.54,10.94,457.05,51.64,14.38,5.27,2
Spring_692,101.49,95.36,28.59,28.73,10.16,11.17,86.5,166.43,64.38,55.71,15.73,20.65,292.15,30.12,9.37,8.86,1
Spring_693,95.28,93.05,53.1,23.01,17.08,10.06,110.7,146.91,51.97,50.33,14.1,17.21,226.74,71.96,15.44,5.32,1
Spring_694,116.85,93.06,52.43,25.83,11.9,10.78,116.55,180.69,48.46,51.4,13.74,9.68,136.93,28.93,7.07,5.15,2
Spring_695,94.93,88.15,68.79,20.32,12.33,16.4,99.81,197.44,69.26,79.38,16.39,12.93,156.14,35.36,4.87,5.18,4
Spring_696,86.21,90.93,45.91,23.49,11.37,13.1,90.19,187.8,59.32,63.91,10.03,9.04,265.79,14.82,2.79,7.77,4
Spring_697,100.43,84.52,44.58,21.9,14.99,15.19,103.88,161.36,63.72,72.92,12.12,18.64,429.41,11.22,15.04,8.53,1
Spring_698,119.17,80.16,26.05,28.42,17.6,13.73,79.52,155.29,47.43,58.64,18.5,22.2,425.63,28.03,13.29,8.28,4
Spring_699,122.13,99.56,52.84,25.88,11.25,14.21,117.59,131.2,44.29,77.39,14.81,16.82,449.29,19.9,19.44,8.79,5
Spring_700,120.62,85.23,34.11,25.45,17.01,13.17,117.4,180.02,45.22,54.65,16.54,10.72,179.33,5.15,19.82,7.11,2
Spring_701,118.2,84.32,29.77,24.79,18.06,17.36,105.17,154.78,79.25,75.23,15.56,12.11,241.76,54.57,5.1,8.31,1
Spring_702,123.83,84.83,50.04,24.26,17.28,16.74,110.71,148.44,77.44,59.3,12.86,17.8,485.07,15.68,7.38,7.27,1
Spring_703,85.09,80.75,56.06,27.96,16.27,18.31,88.08,177.36,43.51,75.01,13.31,9.91,330.41,35.56,2.14,8.86,5
Spring_704,111.92,84.7,52.06,25.56,12.39,15.53,122.87,136.74,70.86,63.58,16.4,12.78,364.36,19.66,13.33,7.44,2
Spring_705,86.83,99.49,45.14,27.54,12.4,16.05,120.35,190.72,79.72,55.04,13.75,22.96,423.95,27.96,3.25,7.99,2
Spring_706,78.67,73.42,67.65,22.79,10.22,18.19,85.55,147.26,59.23,61.85,20.0,12.51,265.81,37.65,10.01,6.32,2
Spring_707,114.81,85.25,63.71,21.41,11.85,14.43,113.49,130.35,69.77,70.0,17.21,21.45,485.9,55.56,6.51,5.81,2
Spring_708,92.56,79.48,34.92,23.92,13.69,16.29,81.56,136.92,44.73,62.53,14.54,13.12,486.35,71.66,15.65,8.09,2
Spring_709,87.4,77.17,48.27,20.3,17.75,14.42,86.97,194.44,74.84,56.07,10.87,18.64,168.11,17.98,6.99,8.02,4
Spring_710,86.09,70.03,32.26,28.46,15.83,14.47,121.41,153.61,49.12,51.7,16.57,14.34,230.81,69.4,4.42,8.43,2
Spring_711,114.09,75.6,40.14,25.6,18.35,14.83,120.84,133.56,69.49,53.78,14.85,9.05,110.25,14.26,6.15,7.88,5
Spring_712,76.88,76.04,39.72,29.28,11.62,10.39,80.61,163.59,73.07,79.53,16.02,13.93,424.16,63.87,18.9,5.39,1
Spring_713,95.24,97.38,41.93,20.17,18.57,18.29,98.02,163.47,71.59,53.76,19.85,12.06,402.14,49.43,7.69,7.73,4
Spring_714,117.17,83.33,30.25,27.73,15.73,15.45,115.42,186.07,69.65,73.79,13.01,16.93,116.41,64.51,3.92,8.8,two
Spring_715,121.6,85.37,29.86,23.47,17.55,15.9,82.01,153.62,72.84,54.43,17.32,23.17,429.26,55.77,10.76,5.77,4
Spring_716,81.74,95.33,41.34,24.36,13.47,10.63,115.29,163.8,54.36,77.53,11.8,8.98,226.24,3.04,9.53,5.74,5
Spring_717,82.29,76.94,53.63,26.82,19.07,12.82,120.29,142.0,54.54,55.66,13.6,11.02,291.0,35.69,11.64,7.56,4
Spring_718,99.62,85.37,46.73,21.32,17.45,13.52,87.44,149.47,59.64,74.1,13.51,21.15,290.09,45.36,14.12,8.64,3
Spring_719,78.64,81.81,25.9,22.34,13.23,14.46,100.96,164.37,78.47,74.91,13.46,14.78,154.48,50.61,13.58,8.32,4
Spring_720,95.8,78.51,45.8,23.01,13.76,18.42,94.18,178.2,43.58,52.0,18.02,10.91,475.67,63.33,13.01,6.22,2
Spring_721,86.11,95.75,64.88,29.58,18.71,15.6,120.3,146.18,64.96,69.98,18.14,15.48,452.12,21.41,8.95,6.71,4
Spring_722,97.94,97.7,33.31,26.97,17.02,11.43,107.94,135.59,67.36,68.93,18.82,16.4,475.18,44.65,18.68,7.09,1
Spring_723,113.53,91.08,49.47,23.16,12.44,16.0,81.16,165.69,75.42,78.71,12.99,12.02,123.29,50.51,18.11,5.32,4
Spring_724,77.22,99.06,25.95,23.65,12.04,19.26,119.53,131.05,60.18,66.57,16.5,12.55,188.83,33.02,15.4,8.92,1
Spring_725,88.87,80.31,67.19,26.67,13.44,15.17,112.31,160.74,70.73,59.72,16.25,14.05,435.48,29.3,10.9,5.33,3
Spring_726,81.16,74.04,67.16,24.67,18.05,13.09,87.18,150.48,54.1,68.68,12.32,10.02,395.47,58.8,18.75,6.54,4
Spring_727,94.24,90.71,67.15,27.84,12.56,15.21,93.52,155.24,70.65,55.04,10.17,13.14,209.36,42.46,8.07,8.19,5
Spring_728,102.19,90.37,66.46,26.4,19.97,18.29,124.15,169.28,43.08,58.87,10.4,12.07,395.3,74.22,15.85,7.04,2
Spring_729,102.56,77.71,32.83,27.62,18.57,17.36,94.1,165.84,46.4,69.3,17.39,16.11,460.33,55.2,6.49,7.95,1
Spring_730,114.65,92.57,52.21,28.48,16.0,11.48,121.14,175.97,56.62,64.62,18.95,20.33,113.52,20.83,6.98,6.99,5
Spring_731,80.49,96.46,42.42,21.34,13.49,14.78,115.63,147.78,54.99,73.15,12.89,9.54,273.08,55.53,13.84,6.72,4
Spring_732,124.39,87.15,66.48,22.54,10.07,15.13,102.46,192.49,46.2,56.38,19.08,14.59,230.69,53.59,15.21,5.8,2
Spring_733,76.46,85.83,52.61,26.74,11.2,10.21,103.92,125.89,59.48,79.11,17.56,20.93,162.91,20.26,5.57,7.82,5
Spring_734,101.69,92.97,61.91,29.02,13.07,18.43,78.36,166.15,55.69,77.2,15.74,9.79,299.98,51.48,12.08,6.93,3
Spring_735,108.23,86.32,25.1,28.39,18.47,13.67,98.61,157.36,67.23,78.16,17.16,20.76,210.29,0.87,4.17,5.96,3
Spring_736,118.79,76.84,49.52,21.23,16.56,10.66,90.57,152.79,45.12,79.63,17.36,15.14,495.44,0.3,14.39,6.17,1
Spring_737,76.67,99.33,64.47,26.51,11.25,16.67,97.09,151.44,70.51,74.89,16.79,17.03,247.52,23.11,15.95,5.93,4
Spring_738,99.69,85.72,29.75,23.25,19.8,15.76,107.16,130.75,65.27,56.49,16.14,19.98,290.39,24.13,14.76,7.07,3
Spring_739,97.29,81.49,25.32,26.33,14.24,19.54,105.68,174.35,50.58,72.37,12.15,13.99,201.8,72.38,12.77,5.91,3
Spring_740,97.95,94.83,51.75,23.21,19.73,19.31,87.45,143.03,63.7,64.25,19.77,15.02,279.4,7.99,7.33,8.35,4
Spring_741,90.73,90.31,54.37,26.09,15.77,17.91,78.45,163.89,58.13,54.43,18.25,21.1,293.45,49.52,5.86,5.43,2
Spring_742,96.96,98.74,42.13,23.83,10.71,18.36,82.06,132.56,52.79,68.0,19.49,14.24,489.13,23.48,14.11,8.63,2
Spring_743,109.32,71.38,64.9,23.71,13.55,18.2,113.48,179.22,54.92,75.46,15.42,13.68,102.17,17.37,13.75,5.79,1
Spring_744,112.5,91.64,58.96,22.13,17.15,19.22,124.23,166.92,47.02,76.91,15.14,10.44,369.33,42.69,9.42,8.34,5
Spring_745,103.27,70.39,54.61,20.39,14.78,18.65,121.71,139.09,49.99,51.84,16.64,20.3,341.37,9.97,16.93,7.56,4
Spring_746,88.72,83.09,41.73,29.31,17.04,11.04,105.24,173.0,67.14,70.91,18.03,10.93,363.92,32.69,18.73,7.63,2
Spring_747,111.8,70.98,34.1,22.34,14.87,12.19,95.27,127.84,75.86,78.26,17.12,8.61,302.77,68.68,14.25,7.95,3
Spring_748,111.18,79.6,56.97,23.95,15.2,11.32,82.87,144.77,53.3,72.32,11.89,19.42,370.93,56.98,12.89,8.25,3
Spring_749,86.1,95.92,57.55,24.09,16.21,10.64,96.11,136.38,72.63,73.31,12.42,22.03,207.3,21.02,3.99,8.82,3
Spring_750,122.57,81.03,38.05,20.86,19.26,16.0,117.3,197.21,51.37,66.0,17.68,16.42,249.28,6.59,13.89,7.92,5
Spring_751,80.14,84.55,29.28,21.3,18.15,19.96,113.38,172.11,47.05,54.3,11.51,15.51,343.41,49.03,16.29,7.38,3
Spring_752,115.93,99.03,30.6,29.01,19.39,13.31,124.26,147.53,52.55,73.02,17.82,16.59,463.96,52.53,19.91,6.55,3
Spring_753,87.59,84.8,58.65,20.47,13.68,15.98,106.58,195.46,67.34,75.82,15.99,15.41,221.37,40.99,2.45,6.7,3
Spring_754,100.95,70.4,42.13,20.17,15.19,15.94,98.93,132.7,47.38,67.89,15.41,17.03,306.82,54.67,16.15,5.66,5
Spring_755,111.76,86.46,69.44,29.71,13.02,16.04,102.93,131.97,70.17,58.75,19.78,21.62,228.93,12.73,19.65,8.19,2
Spring_756,85.2,91.2,27.85,21.16,13.6,15.69,108.97,193.61,76.22,75.67,13.08,8.38,124.67,8.12,4.53,8.69,4
Spring_757,78.81,95.74,41.09,22.81,10.34,14.09,104.36,147.81,60.88,60.78,14.1,21.51,174.21,36.43,3.31,8.8,1
Spring_758,115.98,83.71,36.63,22.81,12.25,17.18,96.22,165.96,49.9,78.11,15.98,12.08,324.79,36.93,15.26,7.91,2
Spring_759,107.47,84.46,45.75,27.19,13.13,19.24,86.67,180.39,64.83,70.06,13.58,11.67,414.04,35.85,11.06,5.02,1
Spring_760,105.7,96.8,55.3,21.8,19.66,14.54,114.15,150.48,49.36,59.41,16.2,10.32,109.76,0.67,7.71,8.78,4
Spring_761,102.53,84.1,47.87,26.38,12.74,19.35,109.17,161.38,65.72,76.04,12.47,20.13,451.55,24.57,4.61,7.83,5
Spring_762,113.74,90.2,54.9,29.63,19.96,13.2,93.02,139.87,48.45,75.7,10.37,17.71,388.37,43.0,3.41,7.05,1
Spring_763,124.24,82.26,26.7,22.29,19.9,14.85,110.9,155.04,69.25,73.19,16.81,12.67,468.75,19.51,2.98,6.5,2
Spring_764,99.65,89.5,58.08,29.27,11.26,15.21,84.42,158.22,71.04,72.63,12.92,15.95,335.78,72.91,19.53,8.9,4
Spring_765,100.49,80.5,44.9,27.92,15.57,19.43,94.23,150.65,61.38,53.07,18.91,16.51,164.15,18.26,5.71,8.81,4
Spring_766,104.32,74.65,34.33,22.79,18.05,17.94,100.29,189.6,48.84,53.1,18.62,8.64,326.75,18.43,10.86,5.63,1
Spring_767,108.27,93.3,63.51,21.95,18.21,10.54,94.77,169.15,46.04,71.38,10.78,20.92,347.31,56.52,8.46,5.44,4
Spring_768,93.29,82.24,54.64,24.96,14.92,10.48,117.91,168.19,61.26,59.63,15.97,15.25,295.23,43.7,6.13,5.3,5
Spring_769,89.2,76.19,54.05,20.43,13.89,18.06,95.4,177.98,66.4,50.98,18.24,12.12,395.85,71.51,2.66,7.81,5
Spring_770,92.87,81.1,47.42,27.15,19.65,12.2,115.94,136.34,63.99,50.16,19.54,9.47,295.59,12.14,19.43,7.0,1
Spring_771,102.05,84.39,44.27,20.88,18.68,10.69,112.31,138.61,43.94,69.73,18.72,8.17,196.93,67.67,16.53,5.78,2
Spring_772,116.0,71.37,69.91,22.66,19.9,18.79,116.63,162.32,64.67,66.26,10.47,11.56,445.27,34.03,18.41,8.8,2
Spring_773,117.63,77.93,65.37,25.63,18.16,11.96,87.85,127.78,70.15,59.72,19.57,22.18,297.87,13.5,6.21,7.64,3
Spring_774,110.59,76.84,66.57,20.46,10.8,17.0,119.79,198.71,59.61,53.11,17.56,17.47,448.57,46.79,8.04,8.96,1
Spring_775,76.76,75.15,50.65,22.1,18.24,15.72,91.6,134.79,59.6,69.56,14.27,9.55,258.44,61.07,18.48,7.16,1
Spring_776,90.0,95.87,52.56,24.76,11.05,18.97,92.8,139.5,78.13,68.87,10.73,22.23,379.59,51.85,15.32,5.98,2
